longitude;latitude;housing_median_age;total_rooms;total_bedrooms;population;households;median_income;median_house_value;housing_median_age_nan;longitude_outlier;latitude_outlier;population_per_room;<1H OCEAN;INLAND;ISLAND;NEAR BAY;NEAR OCEAN
-122.28;37.84;50.0;2082.0;492.0;1131.0;473.0;1.6424;108900.0;0;0;0;0.5432276657060519;0;0;0;1;0
-122.28;37.84;52.0;729.0;160.0;395.0;155.0;1.6875;132000.0;0;0;0;0.541838134430727;0;0;0;1;0
-122.28;37.84;49.0;1916.0;447.0;863.0;378.0;1.9274;122300.0;0;0;0;0.45041753653444677;0;0;0;1;0
-122.28;37.84;52.0;2153.0;481.0;1168.0;441.0;1.9615;115200.0;0;0;0;0.5424988388295402;0;0;0;1;0
-122.27;37.84;48.0;1922.0;409.0;1026.0;335.0;1.7969;110400.0;0;0;0;0.5338189386056191;0;0;0;1;0
-122.27;37.83;49.0;1655.0;366.0;754.0;329.0;1.375;104900.0;0;0;0;0.4555891238670695;0;0;0;1;0
-122.27;37.83;51.0;2665.0;574.0;214.32618025751074;536.0;2.7303;109700.0;0;0;0;0.08042258171013536;0;0;0;1;0
-122.27;37.83;49.0;1215.0;282.0;570.0;264.0;1.4861;97200.0;0;0;0;0.4691358024691358;0;0;0;1;0
-122.27;37.83;48.0;1798.0;432.0;987.0;374.0;1.0972;104500.0;0;0;0;0.5489432703003337;0;0;0;1;0
-122.28;37.83;52.0;1511.0;390.0;901.0;403.0;1.4103;103900.0;0;0;0;0.5962938451356717;0;0;0;1;0
-122.26;37.83;52.0;1470.0;330.0;689.0;309.0;3.48;191400.0;0;0;0;0.46870748299319726;0;0;0;1;0
-122.26;37.83;52.0;2432.0;715.0;1377.0;696.0;2.5898;176000.0;0;0;0;0.5662006578947368;0;0;0;1;0
-122.26;37.83;52.0;1665.0;419.0;946.0;395.0;2.0978;155400.0;0;0;0;0.5681681681681682;0;0;0;1;0
-122.26;37.83;51.0;936.0;311.0;517.0;249.0;1.2852;150000.0;0;0;0;0.5523504273504274;0;0;0;1;0
-122.26;37.84;49.0;713.0;202.0;462.0;189.0;1.025;118800.0;0;0;0;0.6479663394109397;0;0;0;1;0
-122.26;37.84;52.0;950.0;202.0;467.0;198.0;3.9643;188800.0;0;0;0;0.49157894736842106;0;0;0;1;0
-122.26;37.83;52.0;1443.0;311.0;660.0;292.0;3.0125;184400.0;0;0;0;0.4573804573804574;0;0;0;1;0
-122.26;37.83;52.0;1656.0;420.0;718.0;382.0;2.6768;182300.0;0;0;0;0.4335748792270531;0;0;0;1;0
-122.26;37.83;50.0;1125.0;322.0;616.0;304.0;2.026;142500.0;0;0;0;0.5475555555555556;0;0;0;1;0
-122.27;37.82;43.0;1007.0;312.0;558.0;253.0;1.7348;137500.0;0;0;0;0.5541211519364448;0;0;0;1;0
-122.26;37.82;40.0;624.0;195.0;423.0;160.0;0.9506;187500.0;0;0;0;0.6778846153846154;0;0;0;1;0
-122.27;37.82;40.0;946.0;375.0;700.0;352.0;1.775;112500.0;0;0;0;0.7399577167019028;0;0;0;1;0
-122.27;37.82;21.0;896.0;453.0;735.0;438.0;0.9218;171900.0;0;0;0;0.8203125;0;0;0;1;0
-122.27;37.82;43.0;1868.0;456.0;1061.0;407.0;1.5045;93800.0;0;0;0;0.5679871520342612;0;0;0;1;0
-122.27;37.82;41.0;3221.0;853.0;1959.0;720.0;1.1108;97500.0;0;0;0;0.6081962123564111;0;0;0;1;0
-122.27;37.82;52.0;1630.0;456.0;1162.0;400.0;1.2475;104200.0;0;0;0;0.7128834355828221;0;0;0;1;0
-122.28;37.82;52.0;1170.0;235.0;701.0;233.0;1.6098;87500.0;0;0;0;0.5991452991452991;0;0;0;1;0
-122.28;37.82;52.0;945.0;243.0;576.0;220.0;1.4113;83100.0;0;0;0;0.6095238095238096;0;0;0;1;0
-122.28;37.82;52.0;1238.0;288.0;622.0;259.0;1.5057;87500.0;0;0;0;0.5024232633279483;0;0;0;1;0
-122.28;37.82;52.0;1489.0;335.0;728.0;244.0;0.8172;85300.0;0;0;0;0.4889187374076561;0;0;0;1;0
-122.28;37.82;52.0;1387.0;341.0;1074.0;304.0;1.2171;80300.0;0;0;0;0.7743330930064888;0;0;0;1;0
-122.29;37.82;2.0;2127.0;438.0;94.0;57.0;2.5625;60000.0;0;0;0;0.044193700047014575;0;0;0;1;0
-122.29;37.83;52.0;1121.0;211.0;554.0;187.0;3.3929;75700.0;0;0;0;0.49420160570918825;0;0;0;1;0
-122.29;37.82;49.0;2127.0;438.0;86.0;23.0;6.1183;75000.0;0;0;0;0.040432534085566525;0;0;0;1;0
-122.29;37.81;50.0;760.0;190.0;377.0;122.0;0.9011;86100.0;0;0;0;0.49605263157894736;0;0;0;1;0
-122.3;37.81;52.0;1224.0;237.0;521.0;159.0;1.1909999999999998;76100.0;0;0;0;0.4256535947712418;0;0;0;1;0
-122.3;37.81;48.0;828.0;182.0;392.0;133.0;2.5938;73500.0;0;0;0;0.47342995169082125;0;0;0;1;0
-122.3;37.81;52.0;1010.0;209.0;604.0;187.0;1.1667;78400.0;0;0;0;0.598019801980198;0;0;0;1;0
-122.3;37.81;48.0;1455.0;354.0;788.0;332.0;0.8056;84400.0;0;0;0;0.5415807560137457;0;0;0;1;0
-122.29;37.8;52.0;1027.0;244.0;492.0;147.0;2.6094;81300.0;0;0;0;0.4790652385589094;0;0;0;1;0
-122.3;37.81;52.0;572.0;109.0;274.0;82.0;1.8516;85000.0;0;0;0;0.479020979020979;0;0;0;1;0
-122.29;37.81;46.0;2801.0;644.0;1823.0;611.0;0.9802;129200.0;0;0;0;0.6508389860764013;0;0;0;1;0
-122.29;37.81;26.0;768.0;152.0;392.0;127.0;1.7719;82500.0;0;0;0;0.5104166666666666;0;0;0;1;0
-122.29;37.81;46.0;935.0;297.0;582.0;277.0;0.7286;95200.0;0;0;0;0.6224598930481283;0;0;0;1;0
-122.29;37.81;49.0;844.0;204.0;560.0;152.0;1.75;75000.0;0;0;0;0.6635071090047393;0;0;0;1;0
-122.29;37.81;46.0;2127.0;438.0;18.0;7.0;0.4999;67500.0;0;0;0;0.00846262341325811;0;0;0;1;0
-122.29;37.81;20.0;835.0;161.0;290.0;133.0;2.483;137500.0;0;0;0;0.3473053892215569;0;0;0;1;0
-122.28;37.81;17.0;1237.0;462.0;762.0;439.0;0.9241;177500.0;0;0;0;0.6160064672594988;0;0;0;1;0
-122.28;37.81;36.0;2914.0;562.0;1236.0;509.0;2.4464;102100.0;0;0;0;0.424159231297186;0;0;0;1;0
-122.28;37.81;19.0;1207.0;243.0;721.0;207.0;1.1111;108300.0;0;0;0;0.5973487986743994;0;0;0;1;0
-122.29;37.81;23.0;1745.0;374.0;1054.0;325.0;0.8026;112500.0;0;0;0;0.6040114613180516;0;0;0;1;0
-122.28;37.8;38.0;684.0;176.0;344.0;155.0;2.0114;131300.0;0;0;0;0.5029239766081871;0;0;0;1;0
-122.28;37.81;17.0;924.0;289.0;609.0;289.0;1.5;162500.0;0;0;0;0.6590909090909091;0;0;0;1;0
-122.27;37.81;52.0;2127.0;438.0;183.0;56.0;1.1667;112500.0;0;0;0;0.08603667136812412;0;0;0;1;0
-122.28;37.81;52.0;2127.0;97.0;200.0;87.0;1.5208;112500.0;0;0;0;0.09402914903620123;0;0;0;1;0
-122.28;37.81;52.0;386.0;164.0;346.0;155.0;0.8075;137500.0;0;0;0;0.8963730569948186;0;0;0;1;0
-122.28;37.81;35.0;948.0;184.0;467.0;169.0;1.8088;118800.0;0;0;0;0.49261603375527424;0;0;0;1;0
-122.28;37.81;52.0;773.0;143.0;377.0;115.0;2.4083;98200.0;0;0;0;0.48771021992238034;0;0;0;1;0
-122.27;37.81;40.0;880.0;451.0;582.0;380.0;0.977;118800.0;0;0;0;0.6613636363636364;0;0;0;1;0
-122.27;37.81;10.0;875.0;348.0;546.0;330.0;0.76;162500.0;0;0;0;0.624;0;0;0;1;0
-122.27;37.8;10.0;2127.0;438.0;125.0;39.0;0.9722;137500.0;0;0;0;0.05876821814762576;0;0;0;1;0
-122.27;37.8;16.0;994.0;392.0;800.0;362.0;2.0938;162500.0;0;0;0;0.8048289738430584;0;0;0;1;0
-122.28;37.8;52.0;2127.0;87.0;904.0;88.0;0.8668;137500.0;0;0;0;0.42501175364362953;0;0;0;1;0
-122.28;37.8;52.0;2127.0;438.0;191.0;34.0;0.75;162500.0;0;0;0;0.08979783732957217;0;0;0;1;0
-122.27;37.79;27.0;1055.0;347.0;718.0;302.0;2.6354;187500.0;0;0;0;0.680568720379147;0;0;0;1;0
-122.27;37.8;39.0;1715.0;623.0;1327.0;467.0;1.8477;179200.0;0;0;0;0.7737609329446065;0;0;0;1;0
-122.26;37.8;36.0;5329.0;438.0;3469.0;2323.0;2.0096;130000.0;0;0;0;0.6509664102082943;0;0;0;1;0
-122.26;37.82;31.0;4596.0;1331.0;2048.0;1180.0;2.8345;183800.0;0;0;0;0.4456048738033072;0;0;0;1;0
-122.26;37.81;29.0;2127.0;107.0;202.0;91.0;2.0062;125000.0;0;0;0;0.09496944052656324;0;0;0;1;0
-122.26;37.82;22.0;3682.0;1270.0;2024.0;1250.0;1.2185;170000.0;0;0;0;0.5497012493210212;0;0;0;1;0
-122.26;37.82;37.0;3633.0;1085.0;1838.0;980.0;2.6104;193100.0;0;0;0;0.5059179741260666;0;0;0;1;0
-122.25;37.81;29.0;4656.0;1414.0;2304.0;1250.0;2.4912;257800.0;0;0;0;0.4948453608247423;0;0;0;1;0
-122.25;37.81;28.0;5806.0;1603.0;2563.0;1497.0;3.2177;273400.0;0;0;0;0.4414398897692043;0;0;0;1;0
-122.25;37.81;39.0;854.0;242.0;389.0;228.0;3.125;237500.0;0;0;0;0.45550351288056207;0;0;0;1;0
-122.25;37.81;52.0;2155.0;701.0;895.0;613.0;2.5795;350000.0;0;0;0;0.41531322505800466;0;0;0;1;0
-122.26;37.81;34.0;5871.0;438.0;2689.0;1789.0;2.8406;335700.0;0;0;0;0.45801396695622554;0;0;0;1;0
-122.24;37.82;52.0;1509.0;225.0;674.0;244.0;4.9306;313400.0;0;0;0;0.44665341285619614;0;0;0;1;0
-122.24;37.81;52.0;2026.0;482.0;709.0;456.0;3.2727;268500.0;0;0;0;0.34995064165844025;0;0;0;1;0
-122.25;37.81;52.0;1758.0;460.0;686.0;422.0;3.1691;259400.0;0;0;0;0.3902161547212742;0;0;0;1;0
-122.24;37.82;52.0;3481.0;751.0;1444.0;718.0;3.9;275700.0;0;0;0;0.41482332663027865;0;0;0;1;0
-122.25;37.82;28.0;3337.0;855.0;1520.0;802.0;3.9063;225000.0;0;0;0;0.4554989511537309;0;0;0;1;0
-122.25;37.82;52.0;1424.0;289.0;550.0;253.0;5.0917;262500.0;0;0;0;0.3862359550561798;0;0;0;1;0
-122.25;37.82;32.0;3809.0;1098.0;1806.0;1022.0;2.6429;218500.0;0;0;0;0.47414019427671306;0;0;0;1;0
-122.25;37.82;26.0;3959.0;1196.0;1749.0;1217.0;3.0233;255000.0;0;0;0;0.4417782268249558;0;0;0;1;0
-122.25;37.83;52.0;2376.0;559.0;939.0;519.0;3.1484;224100.0;0;0;0;0.3952020202020202;0;0;0;1;0
-122.25;37.83;35.0;1613.0;428.0;675.0;422.0;3.4722;243100.0;0;0;0;0.4184748915065096;0;0;0;1;0
-122.25;37.83;52.0;1279.0;287.0;534.0;291.0;3.1429;231600.0;0;0;0;0.4175136825645035;0;0;0;1;0
-122.25;37.83;28.0;5022.0;1750.0;2558.0;1661.0;2.4234;218500.0;0;0;0;0.5093588211867782;0;0;0;1;0
-122.25;37.83;29.0;4190.0;1105.0;1786.0;1037.0;3.0897;234100.0;1;0;0;0.4262529832935561;0;0;0;1;0
-122.23;37.84;50.0;2515.0;399.0;970.0;373.0;5.8596;327600.0;0;0;0;0.3856858846918489;0;0;0;1;0
-122.23;37.84;47.0;3175.0;454.0;1098.0;485.0;5.2868;347600.0;0;0;0;0.3458267716535433;0;0;0;1;0
-122.24;37.83;41.0;2576.0;406.0;794.0;376.0;5.956;366100.0;0;0;0;0.3082298136645963;0;0;0;1;0
-122.24;37.85;37.0;2127.0;438.0;98.0;47.0;4.9643;335000.0;0;0;0;0.0460742830277386;0;0;0;1;0
-122.23;37.85;52.0;2800.0;411.0;1061.0;403.0;6.3434;373600.0;0;0;0;0.37892857142857145;0;0;0;1;0
-122.24;37.84;52.0;3529.0;574.0;1177.0;555.0;5.1773;389500.0;0;0;0;0.3335222442618305;0;0;0;1;0
-122.24;37.85;52.0;2612.0;365.0;901.0;367.0;7.2354;391100.0;0;0;0;0.34494640122511483;0;0;0;1;0
-122.22;37.85;28.0;5287.0;1048.0;2031.0;956.0;5.457000000000001;337300.0;0;0;0;0.38414980139965954;0;0;0;1;0
-122.22;37.84;50.0;2935.0;473.0;1031.0;479.0;7.5;295200.0;0;0;0;0.35127768313458263;0;0;0;1;0
-122.21;37.84;44.0;3424.0;597.0;1358.0;597.0;6.0194;292300.0;0;0;0;0.3966121495327103;0;0;0;1;0
-122.21;37.83;40.0;4991.0;674.0;1616.0;654.0;7.5544;411500.0;0;0;0;0.32378280905630136;0;0;0;1;0
-122.2;37.84;30.0;2211.0;346.0;129.1931330472103;343.0;6.0666;311500.0;0;0;0;0.05843199142795581;0;0;0;1;0
-122.21;37.84;34.0;3038.0;490.0;1140.0;496.0;7.0548;325900.0;0;0;0;0.37524687294272546;0;0;0;1;0
-122.19;37.84;18.0;1617.0;210.0;533.0;194.0;11.6017;392600.0;0;0;0;0.32962275819418674;0;0;0;1;0
-122.2;37.84;35.0;2865.0;460.0;1072.0;443.0;7.4882;319300.0;0;0;0;0.37417102966841187;0;0;0;1;0
-122.21;37.83;34.0;5065.0;788.0;1627.0;766.0;6.8976;333300.0;0;0;0;0.32122408687068116;0;0;0;1;0
-122.19;37.83;28.0;1326.0;184.0;463.0;190.0;8.2049;335200.0;0;0;0;0.3491704374057315;0;0;0;1;0
-122.2;37.83;26.0;1589.0;223.0;542.0;211.0;8.401;351200.0;0;0;0;0.3410950283196979;0;0;0;1;0
-122.19;37.83;29.0;1791.0;271.0;661.0;269.0;6.8538;368900.0;0;0;0;0.3690675600223339;0;0;0;1;0
-122.19;37.82;32.0;1835.0;264.0;635.0;263.0;8.317;365900.0;0;0;0;0.3460490463215259;0;0;0;1;0
-122.2;37.82;29.0;1229.0;181.0;420.0;176.0;7.0175;366700.0;1;0;0;0.3417412530512612;0;0;0;1;0
-122.2;37.82;39.0;3770.0;534.0;1265.0;500.0;6.3302;362800.0;0;0;0;0.33554376657824936;0;0;0;1;0
-122.18;37.81;30.0;2127.0;438.0;14.18884120171674;52.0;6.3624;483300.0;0;0;0;0.006670823320036079;0;0;0;1;0
-122.21;37.82;52.0;2375.0;333.0;813.0;350.0;7.0549;331400.0;0;0;0;0.3423157894736842;0;0;0;1;0
-122.2;37.81;45.0;2964.0;436.0;1067.0;426.0;6.7851;323500.0;0;0;0;0.3599865047233468;0;0;0;1;0
-122.21;37.8;50.0;2833.0;605.0;1260.0;552.0;2.8929;216700.0;0;0;0;0.44475820684786443;0;0;0;1;0
-122.21;37.8;38.0;2254.0;535.0;951.0;487.0;3.0812;233100.0;0;0;0;0.42191659272404614;0;0;0;1;0
-122.21;37.81;52.0;1389.0;212.0;510.0;224.0;5.2402;296400.0;0;0;0;0.367170626349892;0;0;0;1;0
-122.22;37.81;52.0;1971.0;335.0;765.0;308.0;6.5217;273700.0;0;0;0;0.3881278538812785;0;0;0;1;0
-122.22;37.8;52.0;2183.0;465.0;1129.0;460.0;3.2632;227700.0;0;0;0;0.5171781951442969;0;0;0;1;0
-122.22;37.8;52.0;2286.0;464.0;1073.0;441.0;3.0298;199600.0;0;0;0;0.4693788276465442;0;0;0;1;0
-122.22;37.8;52.0;2721.0;541.0;1185.0;515.0;4.5428;239800.0;0;0;0;0.4355016538037486;0;0;0;1;0
-122.22;37.81;52.0;2024.0;339.0;756.0;340.0;4.072;270100.0;0;0;0;0.37351778656126483;0;0;0;1;0
-122.22;37.81;52.0;2944.0;536.0;1034.0;521.0;5.3509;302100.0;0;0;0;0.35122282608695654;0;0;0;1;0
-122.23;37.8;52.0;2033.0;486.0;787.0;459.0;3.1603;269500.0;0;0;0;0.38711264141662566;0;0;0;1;0
-122.23;37.81;52.0;1433.0;229.0;612.0;213.0;4.7708;314700.0;0;0;0;0.427076064200977;0;0;0;1;0
-122.22;37.81;52.0;2927.0;402.0;1021.0;380.0;8.1564;390100.0;0;0;0;0.3488213187564059;0;0;0;1;0
-122.23;37.81;52.0;2315.0;292.0;861.0;258.0;8.8793;410300.0;0;0;0;0.3719222462203024;0;0;0;1;0
-122.24;37.81;52.0;2485.0;313.0;953.0;327.0;6.8591;352400.0;0;0;0;0.3835010060362173;0;0;0;1;0
-122.24;37.81;52.0;1490.0;238.0;634.0;256.0;6.0302;287300.0;0;0;0;0.425503355704698;0;0;0;1;0
-122.23;37.81;52.0;2814.0;365.0;878.0;352.0;7.507999999999999;348700.0;0;0;0;0.31201137171286425;0;0;0;1;0
-122.24;37.81;52.0;2093.0;550.0;918.0;483.0;2.7477;243800.0;0;0;0;0.4386048733874821;0;0;0;1;0
-122.24;37.8;52.0;888.0;168.0;360.0;175.0;2.1944;211500.0;0;0;0;0.40540540540540543;0;0;0;1;0
-122.25;37.8;52.0;2087.0;510.0;1197.0;488.0;3.0149;218400.0;0;0;0;0.5735505510301868;0;0;0;1;0
-122.24;37.81;52.0;2513.0;502.0;1048.0;518.0;3.675;269900.0;0;0;0;0.41703143653004376;0;0;0;1;0
-122.25;37.81;46.0;3232.0;835.0;1373.0;747.0;3.225;218800.0;0;0;0;0.4248143564356436;0;0;0;1;0
-122.25;37.8;42.0;4120.0;1065.0;1715.0;1015.0;2.9345;225000.0;0;0;0;0.4162621359223301;0;0;0;1;0
-122.25;37.8;43.0;2364.0;792.0;1359.0;722.0;2.1429;250000.0;0;0;0;0.5748730964467005;0;0;0;1;0
-122.25;37.8;41.0;1471.0;469.0;1062.0;413.0;1.6121;171400.0;0;0;0;0.7219578518014956;0;0;0;1;0
-122.25;37.8;29.0;2468.0;864.0;322.6094420600858;773.0;1.3929;193800.0;0;0;0;0.13071695383309798;0;0;0;1;0
-122.24;37.79;27.0;1632.0;492.0;1171.0;429.0;2.3173;125000.0;0;0;0;0.7175245098039216;0;0;0;1;0
-122.25;37.79;45.0;1786.0;526.0;1475.0;460.0;1.7772;97500.0;0;0;0;0.8258678611422172;0;0;0;1;0
-122.25;37.79;29.0;629.0;188.0;742.0;196.0;2.6458;125000.0;1;0;0;1.179650238473768;0;0;0;1;0
-122.25;37.79;52.0;1339.0;391.0;1086.0;363.0;2.181;138800.0;0;0;0;0.8110530246452576;0;0;0;1;0
-122.25;37.8;36.0;1678.0;606.0;1645.0;543.0;2.2303;116700.0;0;0;0;0.9803337306317044;0;0;0;1;0
-122.25;37.8;43.0;2344.0;647.0;1710.0;644.0;1.6504;151800.0;0;0;0;0.7295221843003413;0;0;0;1;0
-122.24;37.8;52.0;996.0;228.0;731.0;228.0;2.2697;127000.0;0;0;0;0.7339357429718876;0;0;0;1;0
-122.24;37.8;52.0;1591.0;373.0;1118.0;347.0;2.1563;128600.0;0;0;0;0.7027027027027027;0;0;0;1;0
-122.24;37.8;52.0;1586.0;398.0;1006.0;335.0;2.1348;140600.0;0;0;0;0.6343001261034048;0;0;0;1;0
-122.24;37.8;47.0;2046.0;588.0;1213.0;554.0;2.6292;182700.0;0;0;0;0.5928641251221897;0;0;0;1;0
-122.23;37.8;52.0;1192.0;289.0;772.0;257.0;2.3833;146900.0;0;0;0;0.6476510067114094;0;0;0;1;0
-122.24;37.8;52.0;1803.0;420.0;1321.0;401.0;2.957;122800.0;0;0;0;0.7326677759290072;0;0;0;1;0
-122.24;37.8;49.0;2838.0;749.0;1487.0;677.0;2.5238;169300.0;0;0;0;0.5239605355884426;0;0;0;1;0
-122.23;37.8;52.0;783.0;184.0;488.0;186.0;1.9375;126600.0;0;0;0;0.6232439335887612;0;0;0;1;0
-122.23;37.8;51.0;1590.0;414.0;949.0;392.0;1.9028;127900.0;0;0;0;0.5968553459119497;0;0;0;1;0
-122.23;37.8;50.0;1746.0;480.0;1149.0;415.0;2.25;123500.0;0;0;0;0.6580756013745704;0;0;0;1;0
-122.23;37.8;52.0;1252.0;299.0;844.0;280.0;2.3929;111900.0;0;0;0;0.6741214057507987;0;0;0;1;0
-122.23;37.79;43.0;5963.0;1344.0;4367.0;1231.0;2.1917;112800.0;0;0;0;0.7323494885124937;0;0;0;1;0
-122.23;37.79;52.0;1783.0;395.0;1659.0;412.0;2.9357;107900.0;0;0;0;0.9304542905215928;0;0;0;1;0
-122.23;37.79;30.0;999.0;264.0;1011.0;263.0;1.8854;137500.0;0;0;0;1.012012012012012;0;0;0;1;0
-122.24;37.79;39.0;1469.0;431.0;1464.0;389.0;2.1638;105500.0;0;0;0;0.9965963240299524;0;0;0;1;0
-122.24;37.79;47.0;1372.0;395.0;1237.0;303.0;2.125;95500.0;0;0;0;0.9016034985422741;0;0;0;1;0
-122.24;37.79;52.0;674.0;180.0;647.0;168.0;3.375;116100.0;0;0;0;0.9599406528189911;0;0;0;1;0
-122.24;37.79;43.0;1626.0;376.0;1284.0;357.0;2.2542;112200.0;0;0;0;0.7896678966789668;0;0;0;1;0
-122.25;37.79;51.0;2127.0;438.0;228.0;55.0;2.1;75000.0;0;0;0;0.1071932299012694;0;0;0;1;0
-122.25;37.79;39.0;461.0;129.0;381.0;123.0;1.6;112500.0;0;0;0;0.8264642082429501;0;0;0;1;0
-122.25;37.79;52.0;902.0;237.0;88.49356223175965;227.0;3.625;125000.0;0;0;0;0.09810816211946746;0;0;0;1;0
-122.26;37.8;20.0;2373.0;779.0;1659.0;676.0;1.6929;115000.0;0;0;0;0.6991150442477876;0;0;0;1;0
-122.22;37.77;52.0;391.0;128.0;520.0;138.0;1.6471;95000.0;0;0;0;1.329923273657289;0;0;0;1;0
-122.22;37.77;52.0;1137.0;301.0;866.0;259.0;2.59;96400.0;0;0;0;0.7616534740545294;0;0;0;1;0
-122.23;37.77;52.0;769.0;206.0;612.0;183.0;2.57;72000.0;0;0;0;0.7958387516254877;0;0;0;1;0
-122.23;37.78;52.0;472.0;146.0;415.0;126.0;2.6429;71300.0;0;0;0;0.8792372881355932;0;0;0;1;0
-122.23;37.78;52.0;862.0;215.0;994.0;213.0;3.0257;80800.0;0;0;0;1.1531322505800463;0;0;0;1;0
-122.22;37.78;50.0;1920.0;530.0;197.89699570815452;477.0;1.4886;128800.0;0;0;0;0.10307135193133048;0;0;0;1;0
-122.23;37.78;43.0;1420.0;472.0;176.24034334763948;438.0;1.9338;112500.0;0;0;0;0.12411291785045034;0;0;0;1;0
-122.23;37.78;52.0;986.0;258.0;1008.0;255.0;1.4844;119400.0;0;0;0;1.0223123732251522;0;0;0;1;0
-122.23;37.78;44.0;2340.0;825.0;2813.0;751.0;1.6009;118100.0;0;0;0;1.202136752136752;0;0;0;1;0
-122.23;37.79;48.0;1696.0;396.0;1481.0;343.0;2.0375;122500.0;0;0;0;0.8732311320754716;0;0;0;1;0
-122.23;37.79;49.0;1175.0;217.0;859.0;219.0;2.293;106300.0;0;0;0;0.731063829787234;0;0;0;1;0
-122.22;37.79;37.0;2343.0;574.0;1608.0;523.0;2.1494;132500.0;0;0;0;0.6862996158770807;0;0;0;1;0
-122.23;37.79;30.0;610.0;145.0;54.141630901287556;140.0;1.6198;122700.0;0;0;0;0.08875677196932386;0;0;0;1;0
-122.23;37.79;40.0;930.0;199.0;564.0;184.0;1.3281;113300.0;0;0;0;0.6064516129032258;0;0;0;1;0
-122.22;37.79;44.0;1487.0;314.0;961.0;272.0;3.5156;109500.0;0;0;0;0.6462676529926026;0;0;0;1;0
-122.22;37.79;52.0;3424.0;690.0;257.6394849785408;685.0;3.9048;164700.0;0;0;0;0.07524517668765794;0;0;0;1;0
